"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.RUR.TOTL","农村人口","农村人口是指根据国家统计局的定义，在农村居住的人口。农村人口为总人口与城市人口之差。","用于估算农村人口的城市人口份额数据，源自联合国的《世界城市化展望》。总人口的数值为世界银行的估算值。",
